Customer_ID,Customer_Name,Market,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
CM-12235,Chris McAfee,APAC,"Harbour Creations Rocking Chair, Set of Two","OIC Staples, Assorted Sizes","Avery 3-Hole Punch, Recycled","Safco Corner Shelving, Traditional","Sharp Personal Copier, Digital"
CM-12235,Chris McAfee,EU,"Eldon File Cart, Single Width","Cardinal Binding Machine, Clear","Binney & Smith Canvas, Easy-Erase","Stockwell Staples, Metal","Ibico Hole Reinforcements, Clear"
CM-12235,Chris McAfee,LATAM,"Acco Index Tab, Clear","Accos Paper Clips, Metal","Chromcraft Coffee Table, Fully Assembled","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack"
CM-12235,Chris McAfee,US,Staples,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",HP Office Paper (20Lb. and 87 Bright),Xerox 1959,GBC Recycled VeloBinder Covers
CM-12385,Christopher Martinez,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
CM-12385,Christopher Martinez,EU,"Ibico Binding Machine, Durable","Epson Card Printer, Wireless","Boston Canvas, Fluorescent","Binney & Smith Canvas, Easy-Erase","Cardinal 3-Hole Punch, Durable"
CM-12385,Christopher Martinez,LATAM,"Fellowes File Cart, Wire Frame","Novimex Legal Exhibit Labels, 5000 Label Set","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack"
CM-12385,Christopher Martinez,US,Revere Boxed Rubber Bands by Revere,GBC Recycled VeloBinder Covers,"Bevis Oval Conference Table, Walnut",Xerox 1959,White Computer Printout Paper by Universal
CM-12445,Chuck Magee,APAC,"Harbour Creations Chairmat, Red","Office Star Bag Chairs, Set of Two","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Ames Peel and Seal, Recycled"
CM-12445,Chuck Magee,EU,"Cardinal Binder Covers, Economy","Ames Interoffice Envelope, Security-Tint","Novimex Executive Leather Armchair, Red","Boston Canvas, Fluorescent","Binney & Smith Canvas, Easy-Erase"
CM-12445,Chuck Magee,LATAM,"Nokia Signal Booster, VoIP","Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","OIC Paper Clips, Assorted Sizes"
CM-12445,Chuck Magee,US,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Fellowes PB200 Plastic Comb Binding Machine,HP Office Paper (20Lb. and 87 Bright),9-3/4 Diameter Round Wall Clock
CM-12655,Corinna Mitchell,APAC,"Fiskars Trimmer, Serrated","SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Belkin Router, Erganomic","Ibico Binder Covers, Recycled"
CM-12655,Corinna Mitchell,EU,"Canon Personal Copier, High-Speed","Stanley Pencil Sharpener, Fluorescent","Smead File Cart, Single Width","Acco 3-Hole Punch, Durable","Avery Binder, Recycled"
CM-12655,Corinna Mitchell,LATAM,"Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal","Tenex File Cart, Single Width","Eldon Frame, Duo Pack","Smead File Cart, Single Width"
CM-12655,Corinna Mitchell,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"Global Value Steno Chair, Gray",Revere Boxed Rubber Bands by Revere,White Computer Printout Paper by Universal,GBC Recycled VeloBinder Covers
CM-12715,Craig Molinari,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Jiffy Business Envelopes, Recycled","Avery Index Tab, Clear","Avery Binding Machine, Recycled"
CM-12715,Craig Molinari,EU,"BIC Canvas, Water Color","Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width"
CM-12715,Craig Molinari,LATAM,"Rubbermaid Frame, Black","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal","Eldon Lockers, Single Width","Smead File Cart, Single Width"
CM-12715,Craig Molinari,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"Global Value Steno Chair, Gray",OIC Binder Clips,Xerox 1959,GBC Recycled VeloBinder Covers
CM-1815,Candace McMahon,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
CM-1815,Candace McMahon,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Stiletto Trimmer, Steel","Stanley Sketch Pad, Fluorescent"
CM-1830,Cari MacIntyre,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
CM-1830,Cari MacIntyre,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
CM-1935,Carlos Meador,Africa,"Cardinal Hole Reinforcements, Recycled","Kleencut Box Cutter, Serrated","Green Bar Memo Slips, Multicolor","StarTech Card Printer, Wireless","Stiletto Ruler, Steel"
CM-1935,Carlos Meador,EMEA,"SAFCO Swivel Stool, Red","Eldon Photo Frame, Erganomic","Konica Phone, Durable","Rogers Trays, Wire Frame","Sanford Sketch Pad, Fluorescent"
CM-2115,Chad McGuire,Africa,"Acme Scissors, Steel","Nokia Speaker Phone, Cordless","Avery Round Labels, Alphabetical","Boston Markers, Easy-Erase","Fellowes Trays, Wire Frame"
CM-2115,Chad McGuire,EMEA,"Hon Removable Labels, Adjustable","Eldon Clock, Durable","Ames Peel and Seal, Set of 50","Motorola Smart Phone, Cordless","Cardinal Index Tab, Clear"
CM-2160,Charles McCrossin,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
CM-2160,Charles McCrossin,EMEA,"Cardinal Binder Covers, Economy","Hon Shipping Labels, Adjustable","Cardinal Binder Covers, Durable","Stockwell Rubber Bands, Assorted Sizes","SanDisk Memo Slips, Multicolor"
CM-2190,Charlotte Melton,Africa,"Boston Sketch Pad, Blue","Hoover Microwave, White","Avery Shipping Labels, Laser Printer Compatible","Eldon Shelving, Blue","Fellowes Lockers, Industrial"
CM-2190,Charlotte Melton,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Binney & Smith Markers, Water Color","Stanley Pens, Blue","HP Personal Copier, High-Speed"
CM-2235,Chris McAfee,Africa,"Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless","Boston Markers, Easy-Erase","StarTech Card Printer, Wireless","Ames Interoffice Envelope, with clear poly window"
CM-2235,Chris McAfee,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Stiletto Trimmer, Steel","Stanley Sketch Pad, Fluorescent"
CM-2385,Christopher Martinez,Africa,"Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Ames Interoffice Envelope, Recycled","Hamilton Beach Stove, Silver","StarTech Card Printer, Wireless"
CM-2385,Christopher Martinez,EMEA,"Ibico Binder, Durable","Rogers Trays, Wire Frame","Stiletto Scissors, Serrated","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase"
CM-2445,Chuck Magee,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Stanley Sketch Pad, Fluorescent","Novimex Legal Exhibit Labels, Laser Printer Compatible","Safco Corner Shelving, Pine"
CM-2445,Chuck Magee,EMEA,"Bush Stackable Bookrack, Pine","Enermax Mouse, Programmable","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","HP Personal Copier, High-Speed"
CM-2655,Corinna Mitchell,Africa,"Nokia Speaker Phone, Cordless","StarTech Card Printer, Wireless","Boston Markers, Easy-Erase","Stanley Pencil Sharpener, Water Color","Safco 3-Shelf Cabinet, Pine"
CM-2655,Corinna Mitchell,EMEA,"Ames Manila Envelope, Security-Tint","Stanley Markers, Blue","Konica Phone, Durable","Eldon Photo Frame, Erganomic","Rogers Trays, Wire Frame"
CM-2715,Craig Molinari,Africa,"Sanford Sketch Pad, Easy-Erase","Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Novimex Legal Exhibit Labels, Laser Printer Compatible","Nokia Speaker Phone, Cordless"
CM-2715,Craig Molinari,EMEA,"Advantus Thumb Tacks, 12 Pack","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Recycled","Okidata Inkjet, Wireless"
CP-12085,Cathy Prescott,APAC,"Wilson Jones Index Tab, Recycled","KitchenAid Microwave, White","SAFCO Steel Folding Chair, Red","Avery Index Tab, Clear","SAFCO Bag Chairs, Red"
CP-12085,Cathy Prescott,EU,"Canon Personal Copier, High-Speed","Rogers File Cart, Industrial","Acco Binder, Durable","Motorola Audio Dock, VoIP","Eldon File Cart, Single Width"
CP-12085,Cathy Prescott,LATAM,"Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Cameo Business Envelopes, Security-Tint","Memorex Router, Bluetooth","Memorex Memory Card, USB"
CP-12085,Cathy Prescott,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Revere Boxed Rubber Bands by Revere,"Global Value Steno Chair, Gray",Kensington Orbit Wireless Mobile Trackball for PC and Mac,GBC Recycled VeloBinder Covers
CP-12340,Christine Phan,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Cisco Headset, with Caller ID","SanDisk Mouse, Programmable"
CP-12340,Christine Phan,EU,"Cardinal Binding Machine, Economy","Tenex Lockers, Industrial","GlobeWeis Manila Envelope, Recycled","Breville Microwave, White","Samsung Signal Booster, Full Size"
CP-12340,Christine Phan,LATAM,"Accos Paper Clips, Metal","Deflect-O Light Bulb, Black","Stockwell Paper Clips, Bulk Pack","Stockwell Clamps, Assorted Sizes","Cardinal Binder, Recycled"
CP-12340,Christine Phan,US,Fellowes PB200 Plastic Comb Binding Machine,Revere Boxed Rubber Bands by Revere,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","OIC Colored Binder Clips, Assorted Sizes",White Computer Printout Paper by Universal
CP-2085,Cathy Prescott,Africa,"Stiletto Ruler, Easy Grip","Eaton Computer Printout Paper, 8.5 x 11","Nokia Speaker Phone, Cordless","Hon Color Coded Labels, Laser Printer Compatible","GlobeWeis Clasp Envelope, Recycled"
CP-2085,Cathy Prescott,Canada,"Harbour Creations Bag Chairs, Red","Apple Speaker Phone, with Caller ID","Fellowes File Cart, Industrial","Binney & Smith Pencil Sharpener, Easy-Erase","Harbour Creations Legal Exhibit Labels, 5000 Label Set"
CP-2085,Cathy Prescott,EMEA,"Avery Hole Reinforcements, Recycled","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Avery Hole Reinforcements, Durable","SanDisk Keyboard, Programmable"
CP-2340,Christine Phan,Africa,"Stiletto Shears, High Speed","Novimex Removable Labels, Laser Printer Compatible","Nokia Speaker Phone, Cordless","StarTech Card Printer, Wireless","Motorola Smart Phone, with Caller ID"
CP-2340,Christine Phan,EMEA,"Hon Legal Exhibit Labels, Alphabetical","Acme Shears, Easy Grip","Belkin Keyboard, Erganomic","Stanley Pens, Blue","Eldon Frame, Duo Pack"
CR-12580,Clay Rozendal,APAC,"SAFCO Steel Folding Chair, Red","Cisco Headset, with Caller ID","Tenex Box, Industrial","Fellowes File Cart, Single Width","SanDisk Memory Card, USB"
CR-12580,Clay Rozendal,EU,"Cardinal Binder Covers, Economy","Canon Personal Copier, High-Speed","Office Star Steel Folding Chair, Black","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP"
CR-12580,Clay Rozendal,LATAM,"Nokia Smart Phone, Full Size","Harbour Creations File Folder Labels, Alphabetical","Smead Lockers, Industrial","Sharp Fax and Copier, High-Speed","Belkin Mouse, Bluetooth"
CR-12580,Clay Rozendal,US,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Fellowes PB200 Plastic Comb Binding Machine,Mophie Juice Pack Helium for iPhone,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,HP Office Paper (20Lb. and 87 Bright)
CR-12625,Corey Roper,APAC,"SAFCO Steel Folding Chair, Red","Kraft Business Envelopes, Set of 50","Tenex Box, Industrial","Harbour Creations Chairmat, Red","Green Bar Message Books, 8.5 x 11"
CR-12625,Corey Roper,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Eldon File Cart, Single Width","Cardinal Binder Covers, Economy"
CR-12625,Corey Roper,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
CR-12625,Corey Roper,US,GBC Recycled VeloBinder Covers,4009 Highlighters by Sanford,Xerox 1959,Newell 312,Polycom SoundPoint Pro SE-225 Corded phone
CR-12730,Craig Reiter,APAC,"Enermax Mouse, Bluetooth","SAFCO Steel Folding Chair, Red","BIC Pens, Water Color","Wilson Jones Binder, Durable","Kraft Business Envelopes, Set of 50"
CR-12730,Craig Reiter,EU,"Avery Binder Covers, Recycled","Rogers File Cart, Single Width","Enermax Message Books, Multicolor","Avery Legal Exhibit Labels, 5000 Label Set","Ibico Index Tab, Economy"
CR-12730,Craig Reiter,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
CR-12730,Craig Reiter,US,Staples,Bevis Round Conference Table Top & Single Column Base,Xerox 219,Xerox 217,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver 
CR-12820,Cyra Reiten,APAC,"Enermax Mouse, Bluetooth","Novimex Chairmat, Set of Two","Kleencut Scissors, Steel","BIC Pens, Water Color","SanDisk Message Books, Premium"
CR-12820,Cyra Reiten,EU,"Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Belkin Flash Drive, Programmable","Binney & Smith Canvas, Easy-Erase"
CR-12820,Cyra Reiten,LATAM,"Elite Trimmer, Easy Grip","Deflect-O Light Bulb, Black","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal"
CR-12820,Cyra Reiten,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Xerox 1959,"Global Value Steno Chair, Gray",GBC Recycled VeloBinder Covers,Tensor Computer Mounted Lamp
CR-2580,Clay Rozendal,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
CR-2580,Clay Rozendal,EMEA,"SAFCO Steel Folding Chair, Adjustable","Stanley Sketch Pad, Fluorescent","Stiletto Scissors, Easy Grip","Konica Printer, Durable","Barricks Round Table, Fully Assembled"
CR-2625,Corey Roper,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless","Novimex Legal Exhibit Labels, Laser Printer Compatible"
CR-2625,Corey Roper,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
CR-2625,Corey Roper,EMEA,"Avery Hole Reinforcements, Recycled","Acco Binder Covers, Clear","Stanley Sketch Pad, Fluorescent","HP Personal Copier, High-Speed","Eldon Clock, Durable"
CR-2730,Craig Reiter,Africa,"Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Ibico Binder, Recycled","Stanley Pencil Sharpener, Water Color","Nokia Speaker Phone, Cordless"
CR-2730,Craig Reiter,EMEA,"Stanley Markers, Blue","Rogers Trays, Wire Frame","Stanley Sketch Pad, Fluorescent","Acco Binder Covers, Clear","Harbour Creations Removable Labels, Adjustable"
CR-2820,Cyra Reiten,Africa,"Logitech Router, Bluetooth","StarTech Card Printer, Wireless","Stanley Pencil Sharpener, Water Color","Boston Markers, Easy-Erase","Nokia Speaker Phone, Cordless"
CR-2820,Cyra Reiten,EMEA,"Harbour Creations Legal Exhibit Labels, Adjustable","Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","Ibico Binder, Clear"
CS-11845,Cari Sayre,APAC,"SAFCO Steel Folding Chair, Red","Kleencut Shears, Easy Grip","Kraft Business Envelopes, Set of 50","Wilson Jones Index Tab, Recycled","KitchenAid Refrigerator, Silver"
CS-11845,Cari Sayre,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Green Bar Note Cards, Premium","Safco Library with Doors, Mobile"
CS-11845,Cari Sayre,LATAM,"Avery Index Tab, Clear","Office Star Bag Chairs, Adjustable","Accos Paper Clips, Metal","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack"
CS-11845,Cari Sayre,US,Revere Boxed Rubber Bands by Revere,"Bevis Oval Conference Table, Walnut",Xerox 1959,GBC Recycled VeloBinder Covers,White Computer Printout Paper by Universal
CS-11860,Cari Schnelling,APAC,"Konica Card Printer, Red","Eldon Lockers, Blue","SanDisk Mouse, Programmable","SAFCO Swivel Stool, Black","Elite Box Cutter, Easy Grip"
CS-11860,Cari Schnelling,EU,"Canon Personal Copier, High-Speed","BIC Pens, Easy-Erase","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase","Enermax Mouse, Erganomic"
CS-11860,Cari Schnelling,LATAM,"Nokia Signal Booster, VoIP","Stockwell Paper Clips, Bulk Pack","Avery 3-Hole Punch, Recycled","Accos Paper Clips, Metal","Dania Corner Shelving, Mobile"
CS-11860,Cari Schnelling,US,GBC Recycled VeloBinder Covers,Xerox 1959,White GlueTop Scratch Pads,Hon Non-Folding Utility Tables,"Bevis Round Conference Table Top, X-Base"
CS-11950,Carlos Soltero,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Ibico Binder Covers, Recycled","Office Star Executive Leather Armchair, Adjustable"
CS-11950,Carlos Soltero,EU,"Ibico Hole Reinforcements, Durable","Canon Personal Copier, High-Speed","Tenex Lockers, Industrial","Motorola Audio Dock, VoIP","Binney & Smith Canvas, Easy-Erase"
CS-11950,Carlos Soltero,LATAM,"Sanford Pencil Sharpener, Fluorescent","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Fiskars Letter Opener, Easy Grip","Eldon Frame, Erganomic"
CS-11950,Carlos Soltero,US,Mophie Juice Pack Helium for iPhone,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Hon Non-Folding Utility Tables,GBC DocuBind TL200 Manual Binding Machine
CS-12130,Chad Sievert,APAC,"SAFCO Steel Folding Chair, Red","Kraft Clasp Envelope, with clear poly window","Belkin Mouse, Programmable","Eldon Lockers, Blue","SanDisk Mouse, Programmable"
CS-12130,Chad Sievert,EU,"Canon Personal Copier, High-Speed","Eldon File Cart, Single Width","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Canon Fax and Copier, Digital"
CS-12130,Chad Sievert,LATAM,"Sanford Pencil Sharpener, Easy-Erase","Kleencut Trimmer, High Speed","Accos Paper Clips, Metal","Hon Chairmat, Black","Stockwell Paper Clips, Bulk Pack"
CS-12130,Chad Sievert,US,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Economy Binders,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),GE DSL Phone Line Filter,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
CS-12175,Charles Sheldon,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Fiskars Scissors, Steel","Ibico Binder Covers, Recycled"
CS-12175,Charles Sheldon,EU,"Avery Binder Covers, Durable","SanDisk Memo Slips, Multicolor","StarTech Receipt Printer, Wireless","Kraft Business Envelopes, Recycled","Smead Color Coded Labels, 5000 Label Set"
CS-12175,Charles Sheldon,LATAM,"Avery Color Coded Labels, Alphabetical","Eldon Lockers, Single Width","SanDisk Note Cards, Premium","Apple Office Telephone, with Caller ID","SAFCO Rocking Chair, Adjustable"
CS-12175,Charles Sheldon,US,Revere Boxed Rubber Bands by Revere,DAX Cubicle Frames - 8x10,Xerox 1959,White Computer Printout Paper by Universal,"Bevis Oval Conference Table, Walnut"
CS-12250,Chris Selesnick,APAC,"SAFCO Steel Folding Chair, Red","Novimex Executive Leather Armchair, Adjustable","Advantus Clock, Duo Pack","Tenex Box, Industrial","Smead Shelving, Blue"
CS-12250,Chris Selesnick,EU,"Canon Personal Copier, High-Speed","Stiletto Letter Opener, Easy Grip","Motorola Audio Dock, VoIP","Eaton Cards & Envelopes, Premium","Avery Binder, Economy"
CS-12250,Chris Selesnick,LATAM,"Accos Paper Clips, Metal","Elite Scissors, High Speed","Avery Shipping Labels, 5000 Label Set","Ames Clasp Envelope, Security-Tint","Stiletto Shears, Steel"
CS-12250,Chris Selesnick,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Mophie Juice Pack Helium for iPhone,Hon Non-Folding Utility Tables,Mitel MiVoice 5330e IP Phone
CS-12355,Christine Sundaresam,APAC,"Deflect-O Door Stop, Erganomic","Kraft Business Envelopes, Set of 50","Hon Rocking Chair, Black","GlobeWeis Interoffice Envelope, Security-Tint","SanDisk Computer Printout Paper, 8.5 x 11"
CS-12355,Christine Sundaresam,EU,"Rogers Trays, Wire Frame","Binney & Smith Canvas, Easy-Erase","Boston Canvas, Fluorescent","Motorola Speaker Phone, VoIP","Novimex Executive Leather Armchair, Red"
CS-12355,Christine Sundaresam,LATAM,"Smead Lockers, Industrial","Accos Paper Clips, Metal","Cardinal Binder, Recycled","Smead File Cart, Single Width","Memorex Router, Bluetooth"
CS-12355,Christine Sundaresam,US,Revere Boxed Rubber Bands by Revere,DMI Eclipse Executive Suite Bookcases,Xerox 1959,Xerox 1880,White Computer Printout Paper by Universal
CS-12400,Christopher Schild,APAC,"SAFCO Steel Folding Chair, Red","Eldon Lockers, Blue","Tenex Box, Industrial","Ibico Binder Covers, Recycled","SanDisk Mouse, Programmable"
CS-12400,Christopher Schild,EU,"Canon Personal Copier, High-Speed","Ibico Hole Reinforcements, Durable","Motorola Audio Dock, VoIP","Novimex Round Labels, Laser Printer Compatible","Eldon File Cart, Single Width"
CS-12400,Christopher Schild,LATAM,"Samsung Smart Phone, Cordless","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Deflect-O Light Bulb, Black"
CS-12400,Christopher Schild,US,Fellowes PB200 Plastic Comb Binding Machine,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",GBC Recycled VeloBinder Covers,DAX Cubicle Frames - 8x10,Xerox 1959
CS-12460,Chuck Sachs,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Eldon Lockers, Blue","Kraft Business Envelopes, Set of 50","SanDisk Memory Card, USB"
CS-12460,Chuck Sachs,EU,"Canon Personal Copier, High-Speed","Motorola Audio Dock, VoIP","Ibico Hole Reinforcements, Durable","Binney & Smith Canvas, Easy-Erase","Logitech Keyboard, Programmable"
CS-12460,Chuck Sachs,LATAM,"Elite Trimmer, Easy Grip","Deflect-O Light Bulb, Black","Stockwell Clamps, Assorted Sizes","Stockwell Paper Clips, Bulk Pack","Accos Paper Clips, Metal"
CS-12460,Chuck Sachs,US,Stiletto Hand Letter Openers,Motorola L804,Adtran 1202752G1,Contemporary Wood/Metal Frame,Kensington 4 Outlet MasterPiece Compact Power Control Center
CS-12490,Cindy Schnelling,APAC,"SAFCO Steel Folding Chair, Red","Tenex Box, Industrial","Elite Ruler, Serrated","Eldon Lockers, Blue","Office Star Swivel Stool, Adjustable"
CS-12490,Cindy Schnelling,EU,"Canon Personal Copier, High-Speed","Tenex Lockers, Industrial","Motorola Audio Dock, VoIP","Eldon File Cart, Single Width","Harbour Creations Shipping Labels, 5000 Label Set"
CS-12490,Cindy Schnelling,LATAM,"Samsung Smart Phone, Cordless","Stockwell Clamps, Assorted Sizes","Accos Paper Clips, Metal","Stockwell Paper Clips, Bulk Pack","Deflect-O Light Bulb, Black"
CS-12490,Cindy Schnelling,US,Eldon Wave Desk Accessories,Revere Boxed Rubber Bands by Revere,Staples,Xerox 1943,"Bevis Oval Conference Table, Walnut"
CS-12505,Cindy Stewart,APAC,"Wilson Jones Index Tab, Recycled","SAFCO Steel Folding Chair, Red","Avery Index Tab, Clear","Ames Manila Envelope, Set of 50","Ibico Binder Covers, Recycled"
CS-12505,Cindy Stewart,EU,"Cameo Manila Envelope, with clear poly window","Smead File Cart, Industrial","Stanley Markers, Easy-Erase","Hon Swivel Stool, Set of Two","StarTech Receipt Printer, Wireless"
CS-12505,Cindy Stewart,LATAM,"Fiskars Shears, Serrated","Accos Paper Clips, Metal","Tenex Trays, Single Width","Rogers File Cart, Industrial","Ames Mailers, Recycled"
CS-12505,Cindy Stewart,US,Revere Boxed Rubber Bands by Revere,DMI Eclipse Executive Suite Bookcases,Microsoft Natural Keyboard Elite,Xerox 1880,White Computer Printout Paper by Universal
CS-1845,Cari Sayre,Africa,"Rogers Trays, Single Width","Eaton Computer Printout Paper, 8.5 x 11","Stiletto Ruler, Easy Grip","Boston Markers, Easy-Erase","Novimex Legal Exhibit Labels, Laser Printer Compatible"
CS-1845,Cari Sayre,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Pens, Blue","Cardinal Hole Reinforcements, Clear","SanDisk Keyboard, Programmable"
CS-1860,Cari Schnelling,Africa,"Binney & Smith Pens, Blue","Nokia Speaker Phone, Cordless","Stanley Pencil Sharpener, Easy-Erase","Stanley Pencil Sharpener, Water Color","StarTech Card Printer, Wireless"
CS-1860,Cari Schnelling,EMEA,"Rogers Trays, Wire Frame","Acco Binder Covers, Clear","Stanley Sketch Pad, Easy-Erase","SanDisk Keyboard, Programmable","Motorola Smart Phone, Cordless"
CS-1950,Carlos Soltero,Africa,"Fellowes Shelving, Wire Frame","Belkin Keyboard, Erganomic","Stanley Pencil Sharpener, Water Color","Fellowes Folders, Blue","Boston Markers, Easy-Erase"
CS-1950,Carlos Soltero,Canada,"Acme Shears, Serrated","Fellowes Folders, Single Width","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set","Binney & Smith Pencil Sharpener, Easy-Erase"
CS-1950,Carlos Soltero,EMEA,"BIC Pens, Easy-Erase","Samsung Audio Dock, Cordless","Advantus Thumb Tacks, 12 Pack","Wilson Jones Hole Reinforcements, Recycled","Ames Mailers, Recycled"
CS-2130,Chad Sievert,Africa,"Cardinal Index Tab, Economy","Enermax Keyboard, USB","Kleencut Box Cutter, High Speed","HP Personal Copier, Color","Cuisinart Blender, Black"
CS-2130,Chad Sievert,Canada,"Stockwell Staples, Metal","Belkin Mouse, Bluetooth","Safco Classic Bookcase, Pine","Harbour Creations Legal Exhibit Labels, 5000 Label Set","Avery Legal Exhibit Labels, 5000 Label Set"
